carat,cut,color,clarity,depth,table,price,x,y,z
0.97,Ideal,G,SI2,62.7,57,4101,6.31,6.28,3.95
0.93,Premium,H,SI1,62.8,58,3646,6.24,6.21,3.91
0.5,Very Good,G,SI2,58.6,61,983,5.16,5.21,3.04
2,Fair,I,SI2,65.9,57,10833,7.96,7.79,5.19
0.72,Very Good,H,SI2,62.9,57,1970,5.64,5.68,3.56
1.04,Very Good,D,SI2,58.6,58,4906,6.65,6.72,3.92
0.72,Very Good,E,VS2,63.2,58,2923,5.67,5.72,3.6
0.78,Premium,E,VS2,62.8,60,3494,5.86,5.79,3.66
1.37,Very Good,I,SI2,63,57,5584,6.98,7.05,4.42
1.02,Very Good,F,VS2,62.8,57,6911,6.36,6.41,4.01
0.31,Ideal,I,VS2,59.9,57,558,4.4,4.38,2.63
0.7,Ideal,F,SI2,62.6,53,2011,5.72,5.69,3.57
0.62,Premium,G,VS2,62.2,55,1823,5.51,5.46,3.41
1.01,Premium,E,VVS2,62.4,58,9711,6.42,6.36,3.99
0.3,Premium,G,VVS1,61.3,58,737,4.29,4.33,2.64
0.58,Very Good,F,VVS2,60,57,2201,5.44,5.42,3.26
0.35,Ideal,F,VS2,62.1,57,906,4.55,4.53,2.82
0.33,Ideal,G,VVS2,61.5,56,752,4.45,4.49,2.75
0.7,Ideal,D,SI1,60.7,56,2822,5.75,5.72,3.48
1.01,Fair,F,VS2,64.5,58,5226,6.28,6.18,4.02
1.53,Very Good,G,SI1,62.5,56,9971,7.32,7.36,4.59
0.54,Good,F,VS1,63.7,55,2090,5.16,5.11,3.27
0.46,Ideal,I,VS2,62.2,54.7,893,4.95,4.97,3.09
0.32,Ideal,G,VVS2,61.8,55,936,4.43,4.41,2.73
0.5,Ideal,G,VVS2,62,56,1838,5.09,5.13,3.17
0.59,Very Good,F,SI2,58.6,59,1247,5.53,5.57,3.25
0.51,Premium,G,VVS1,61.6,59,1971,5.12,5.08,3.14
0.42,Ideal,G,SI1,62.2,53,777,4.85,4.86,3.02
1.52,Premium,E,VS1,60.6,58,16779,7.44,7.38,4.49
0.31,Ideal,F,VS2,62,56,625,4.35,4.39,2.71
0.3,Premium,E,VS2,59.2,59,844,4.41,4.37,2.6
0.5,Premium,E,SI1,62,59,1415,5.1,5.06,3.15
2.26,Premium,H,SI2,61.3,60,15428,8.5,8.43,5.19
0.54,Ideal,D,VVS1,61.4,58,3139,5.28,5.25,3.23
0.3,Ideal,F,VS1,62.3,54,615,4.31,4.33,2.69
2.01,Very Good,H,SI1,62.8,59,17759,7.99,8.04,5.03
0.71,Premium,D,SI1,60.7,58,2861,5.95,5.78,3.56
0.71,Very Good,H,SI1,60.7,60,2266,5.73,5.76,3.49
0.7,Very Good,I,SI1,63,56,2147,5.61,5.66,3.55
0.33,Very Good,G,IF,62.6,55,898,4.41,4.44,2.77
1.38,Ideal,F,SI2,62,58,7767,7.12,7.17,4.43
0.51,Premium,F,SI2,58.1,59,1052,5.26,5.24,3.05
2,Premium,H,SI2,62.8,56,16031,8.04,7.98,5.03
0.72,Very Good,I,VS1,64,56,2048,5.65,5.73,3.65
0.33,Ideal,D,SI2,62.9,56,631,4.43,4.41,2.78
0.7,Very Good,F,VS2,61.7,63,2762,5.64,5.61,3.47
0.42,Premium,G,VS2,59.8,58,1087,4.9,4.86,2.92
1,Premium,G,SI1,62.7,59,5292,6.36,6.31,3.97
0.31,Premium,F,VVS1,59.4,58,766,4.41,4.45,2.63
0.32,Premium,E,VS2,61.2,59,900,4.43,4.4,2.7
1.2,Very Good,H,VS1,63.1,55,6814,6.82,6.77,4.29
2.42,Premium,J,VS2,61.3,59,17168,8.61,8.58,5.27
0.76,Premium,F,IF,60.6,60,4150,5.89,5.85,3.56
0.47,Ideal,I,IF,62.2,55,1178,4.99,5.01,3.11
0.34,Premium,D,SI2,60.8,60,650,4.53,4.49,2.74
0.41,Ideal,G,VVS2,60.4,56,1076,4.83,4.8,2.91
1.01,Premium,F,SI2,61.3,60,4416,6.4,6.43,3.93
2.15,Very Good,I,SI2,63.4,56,12100,8.2,8.15,5.18
2,Good,J,VS1,62.4,58,14973,8.01,8.08,5.02
1.72,Premium,H,SI1,61.4,59,12998,7.71,7.64,4.71
0.35,Ideal,I,VS1,60.9,57,552,4.54,4.59,2.78
0.28,Very Good,F,VS2,61.7,58,487,4.17,4.19,2.58
0.32,Ideal,G,VS1,61.4,54,614,4.45,4.48,2.74
1.6,Ideal,H,VS2,61.5,56,7983,7.57,7.52,4.64
0.3,Good,F,SI2,63.5,57,394,4.22,4.25,2.69
1.2,Good,H,VS2,63.3,59,6710,6.74,6.78,4.28
0.53,Ideal,G,VVS2,62.5,54,1914,5.21,5.19,3.25
0.91,Premium,G,SI1,62.6,58,4045,6.14,6.17,3.85
0.5,Ideal,G,IF,61.5,56,2104,5.11,5.14,3.15
0.7,Premium,D,SI1,60.2,60,2822,5.82,5.75,3.48
0.3,Good,D,SI2,63.3,57,447,4.26,4.3,2.71
0.22,Premium,F,SI1,60.4,61,342,3.88,3.84,2.33
0.36,Premium,D,SI2,61.5,60,689,4.6,4.54,2.81
1,Very Good,F,SI1,60.3,61,4620,6.38,6.43,3.86
1.01,Ideal,J,SI2,61.9,55,4174,6.5,6.43,4.01
0.27,Ideal,D,VVS1,62.2,56,622,4.12,4.15,2.57
0.31,Ideal,E,VVS2,61.6,57,816,4.33,4.37,2.68
1.01,Ideal,E,SI1,61.8,56,5132,6.46,6.51,4.01
2.02,Very Good,E,SI1,59.8,59,18731,8.11,8.2,4.88
0.56,Premium,G,VS2,60.9,58,1698,5.36,5.34,3.26
0.71,Very Good,F,SI2,63.2,57,2397,5.66,5.7,3.59
1.2,Premium,J,SI1,60,61,4717,6.89,6.84,4.12
1.23,Ideal,H,IF,61.3,57,8431,6.87,6.92,4.23
2.29,Premium,H,SI2,62.5,58,17666,8.43,8.37,5.25
1.2,Very Good,J,VS2,62.5,57,4590,6.72,6.79,4.22
0.73,Premium,F,SI2,59.5,62,2393,5.89,5.84,3.49
0.85,Good,G,SI1,64.9,56,2945,5.95,5.98,3.87
0.23,Very Good,G,VVS1,61.3,59,414,3.94,3.96,2.42
0.24,Very Good,E,VS1,59.8,58,419,4.02,4.11,2.43
0.42,Ideal,D,VS2,61.2,56,1103,4.84,4.8,2.95
1.01,Very Good,H,SI1,61.2,60,5433,6.41,6.44,3.93
1.52,Premium,I,SI1,58.8,61,6639,7.5,7.46,4.4
0.51,Premium,G,VVS2,60.9,61,2035,5.17,5.11,3.13
0.32,Ideal,G,VS2,61.8,55,720,4.42,4.41,2.73
0.33,Ideal,F,VS2,62.1,55,854,4.47,4.45,2.77
1.01,Very Good,G,VS2,63.1,57,5939,6.39,6.35,4.02
0.77,Fair,F,VS1,66.8,57,3031,5.66,5.76,3.82
0.5,Very Good,G,SI1,62.4,52,1153,5.1,5.15,3.2
0.36,Premium,E,VS2,61.8,58,789,4.52,4.57,2.81
0.31,Premium,G,SI1,61.8,60,462,4.32,4.35,2.68
0.57,Ideal,I,SI1,61.6,54,1113,5.36,5.38,3.31
0.35,Ideal,H,VVS1,62,55,756,4.52,4.54,2.81
0.27,Very Good,E,VVS1,60.9,59,620,4.17,4.21,2.55
1.01,Premium,F,SI2,62.9,59,4616,6.32,6.27,3.96
1.07,Premium,H,SI1,61.5,57,5123,6.63,6.55,4.05
0.7,Premium,G,VS2,61.6,58,2633,5.69,5.73,3.52
1.08,Premium,H,SI1,61.7,59,4740,6.56,6.6,4.06
1.5,Very Good,D,VS2,63,59,13372,7.24,7.3,4.58
2.55,Premium,I,VS1,61.8,62,18766,8.7,8.65,5.36
0.72,Very Good,E,VS2,63,58,3065,5.69,5.73,3.6
0.3,Premium,G,VVS2,62.7,56,878,4.31,4.24,2.68
0.32,Premium,G,VVS1,62.6,58,1080,4.41,4.38,2.75
2,Premium,H,SI1,63,56,18371,7.98,7.93,5.01
1,Very Good,G,SI2,62.4,60,4142,6.31,6.36,3.95
1.05,Very Good,G,VS2,62.8,58,6070,6.44,6.48,4.06
1.03,Premium,E,SI1,61.3,60,5101,6.53,6.51,4
0.32,Ideal,G,VS2,61.4,57,561,4.39,4.4,2.7
0.32,Very Good,D,SI1,62.6,58,589,4.33,4.36,2.72
0.4,Premium,G,VS1,60.3,59,877,4.76,4.8,2.88
0.9,Fair,H,I1,66.9,63,1758,6.04,5.91,4
1.2,Premium,J,VS2,60.8,60,4839,6.85,6.89,4.18
0.32,Ideal,F,VS2,61.5,55,828,4.42,4.4,2.71
0.31,Premium,F,VS2,61.4,62,802,4.34,4.32,2.66
0.32,Premium,H,VS2,60.7,58,648,4.46,4.43,2.7
1.01,Very Good,F,SI2,62.5,58,4690,6.39,6.41,4
0.96,Premium,I,VS2,60.6,60,3808,6.47,6.4,3.9
1.57,Ideal,I,VS2,60.4,58,10964,7.55,7.59,4.57
2,Good,E,SI2,57.3,65,13320,8.26,8.22,4.72
0.3,Ideal,G,VS1,62.6,57,605,4.27,4.29,2.68
0.5,Good,E,SI1,63.7,56,1316,5.02,5.06,3.21
0.59,Very Good,G,VVS2,62.5,57,2155,5.32,5.36,3.34
0.5,Ideal,H,VS2,61.7,55,1626,5.11,5.14,3.16
0.56,Premium,D,VS2,61.1,58,1963,5.3,5.34,3.25
0.31,Ideal,G,VS2,61.8,57,544,4.34,4.36,2.69
1.04,Premium,J,SI2,62,59,3603,6.47,6.49,4.02
0.35,Ideal,G,IF,61.1,56,1044,4.54,4.59,2.79
1.07,Ideal,I,VS1,62,57,5302,6.56,6.5,4.05
0.3,Premium,D,VS2,60.4,59,710,4.32,4.35,2.62
0.53,Very Good,F,VS2,62.7,57,1592,5.1,5.14,3.21
0.62,Ideal,D,VS1,61,57,2562,5.51,5.54,3.37
0.98,Premium,I,I1,62.5,60,2064,6.31,6.25,3.93
1,Very Good,F,VVS2,61.1,55,8227,6.49,6.51,3.97
0.42,Very Good,E,VVS2,62.1,56,1167,4.79,4.82,2.98
0.42,Ideal,I,SI1,61.6,55,690,4.83,4.85,2.98
0.41,Ideal,F,VS1,62,55,1007,4.77,4.81,2.97
0.3,Ideal,D,VS2,62.5,54,911,4.32,4.29,2.69
1.13,Ideal,G,VS2,61.6,57,7159,6.68,6.7,4.12
2.01,Fair,H,VS2,66.1,53,15888,7.82,7.92,5.2
2.01,Premium,I,SI1,60.1,59,14752,8.21,8.15,4.92
1,Very Good,G,VVS2,59.8,59,7584,6.47,6.51,3.88
0.72,Ideal,F,VS1,61,55,3759,5.77,5.81,3.53
0.42,Premium,E,VS2,61,59,1024,4.85,4.82,2.95
1.11,Premium,I,SI2,61.3,59,3692,6.69,6.63,4.09
2,Fair,I,SI2,69.1,56,8736,7.84,7.7,5.37
0.41,Ideal,J,VS1,61.3,57,648,4.81,4.84,2.96
0.37,Ideal,E,VS2,61.9,53,1041,4.65,4.62,2.87
1.25,Premium,I,VS2,62.2,57,5925,6.92,6.84,4.28
0.34,Premium,D,SI2,60.7,61,650,4.51,4.45,2.72
0.34,Premium,E,SI1,61.9,59,765,4.48,4.44,2.76
0.7,Good,I,VS1,63.2,55,2274,5.58,5.63,3.54
2.51,Good,G,SI2,59.5,65,14251,8.87,8.74,5.24
0.32,Premium,E,VVS1,60.5,58,1020,4.47,4.42,2.69
1.52,Premium,G,I1,62.3,60,4345,7.34,7.28,4.56
0.74,Ideal,I,VS1,60.7,55,2609,5.84,5.88,3.56
0.82,Ideal,F,VS2,61.9,57,3453,5.99,5.96,3.7
2.18,Premium,J,SI2,62.6,58,12970,8.25,8.23,5.16
0.26,Very Good,E,VVS1,63.4,59,554,4,4.04,2.55
0.78,Very Good,E,SI1,60.9,57,3055,5.93,5.97,3.62
1.52,Ideal,D,SI2,62.7,56,8631,7.35,7.28,4.59
0.31,Very Good,E,SI1,63.3,55,698,4.36,4.33,2.75
0.32,Very Good,G,VS1,63,55,645,4.35,4.38,2.75
0.3,Very Good,D,SI1,61,61,552,4.27,4.29,2.61
1.5,Very Good,H,VS1,60.7,58,10681,7.35,7.42,4.48
0.53,Ideal,F,VS1,61.5,56,1624,5.21,5.25,3.22
1.3,Premium,D,SI2,60.2,59,7130,7.05,7,4.23
1.65,Ideal,H,SI2,61.6,55,10349,7.58,7.62,4.68
0.31,Premium,H,VVS1,60.6,59,707,4.36,4.38,2.65
0.26,Ideal,E,VVS2,61.5,56,599,4.08,4.11,2.52
0.93,Premium,J,SI2,61.9,57,2807,6.21,6.19,3.84
0.77,Ideal,F,SI2,62,56,2107,5.92,5.86,3.65
0.56,Ideal,G,SI1,62.5,56,1441,5.28,5.21,3.28
0.31,Ideal,G,IF,61,56,924,4.37,4.38,2.67
0.7,Ideal,F,VS1,61,58,3162,5.74,5.76,3.51
0.3,Very Good,G,VS1,60.3,57,620,4.33,4.35,2.62
1.17,Ideal,G,VS2,62,56,7548,6.74,6.71,4.17
0.38,Very Good,F,VS2,61.9,54.6,906,4.64,4.68,2.89
1.13,Ideal,F,SI2,61.8,57,5232,6.71,6.68,4.14
0.39,Very Good,F,VS2,63.3,55,1011,4.66,4.63,2.94
0.33,Ideal,E,VVS2,61.4,55,802,4.46,4.5,2.75
1.5,Very Good,H,SI2,61.3,59,7774,7.38,7.41,4.53
0.4,Good,I,VS1,63.5,55,687,4.67,4.71,2.98
2.03,Very Good,I,VS1,63.2,60,15086,8.01,7.98,5.05
0.4,Ideal,G,SI1,60.2,56,702,4.77,4.83,2.89
0.7,Fair,F,SI2,65.3,55,2075,5.6,5.49,3.62
2.03,Fair,H,I1,64.4,59,6002,7.91,7.85,5.07
2.04,Ideal,G,SI1,61.9,58,18153,8.12,8.16,5.04
0.38,Ideal,J,VVS2,62,55,629,4.67,4.69,2.9
0.43,Premium,G,VVS1,62.3,59,1264,4.83,4.77,2.99
0.3,Premium,D,SI1,62.3,58,552,4.28,4.32,2.68
0.4,Ideal,G,SI1,60.2,56,900,4.83,4.77,2.89
0.75,Ideal,G,VS1,62.3,57,2973,5.83,5.86,3.64
0.34,Ideal,F,VVS2,61.8,56,712,4.47,4.49,2.77
1.12,Ideal,F,SI2,61.8,55,4140,6.69,6.66,4.13
1.51,Good,G,VS1,63.1,55,12489,7.3,7.34,4.62
2.04,Very Good,H,SI2,62.7,56,15618,8.06,8.12,5.07
0.7,Very Good,H,VS1,62.4,57,2145,5.64,5.7,3.54
0.34,Premium,D,SI1,59.7,59,626,4.54,4.57,2.72
1.07,Premium,H,SI1,60,60,5123,6.65,6.61,3.98
0.41,Premium,E,VVS1,60.7,58,1367,4.8,4.86,2.93
0.31,Ideal,H,VS2,61.3,56,507,4.36,4.38,2.68
0.72,Ideal,F,SI1,62,55,2737,5.76,5.78,3.58
1,Very Good,H,VS2,61.3,63,5854,6.38,6.4,3.92
1,Very Good,E,SI2,63.5,56,3763,6.37,6.3,4.02
0.3,Ideal,H,SI1,62.1,55,450,4.3,4.33,2.68
2.07,Premium,J,SI1,61.7,60,13731,8.23,8.15,5.05
0.3,Very Good,F,IF,62,55,886,4.33,4.35,2.69
0.43,Ideal,I,VS2,61.9,54,716,4.87,4.88,3.02
1.01,Ideal,G,VS2,61.9,56,6439,6.41,6.45,3.98
0.43,Good,E,SI1,63.4,56,718,4.77,4.79,3.03
0.3,Ideal,G,SI1,60.6,56,432,4.35,4.4,2.65
1.24,Premium,F,SI1,61.6,59,7162,6.94,6.89,4.26
1.04,Very Good,G,SI2,62.6,58,4375,6.42,6.49,4.04
1.04,Fair,G,SI2,66.1,60,3564,6.32,6.23,4.15
0.46,Very Good,D,VS2,63.4,59,1030,4.88,4.83,3.08
0.51,Ideal,D,VS2,61.9,57,1882,5.13,5.11,3.17
1.8,Very Good,I,SI2,63.2,58,10161,7.75,7.66,4.87
1.01,Fair,D,VS2,65.2,57,6081,6.23,6.19,4.05
0.3,Ideal,E,VS1,61.5,56,911,4.37,4.31,2.67
0.9,Fair,J,VS1,64.6,58,2964,6.12,6.06,3.93
0.41,Premium,H,SI1,62,59,683,4.78,4.8,2.97
0.72,Ideal,D,VS2,60.8,56,3179,5.8,5.84,3.54
0.91,Fair,H,SI2,65.7,60,2763,6.03,5.99,3.95
1.02,Ideal,G,SI2,62.4,54,4501,6.39,6.47,4.02
0.37,Ideal,F,VVS1,61.3,56,997,4.65,4.68,2.86
1.65,Premium,D,SI2,61.6,58,11712,7.59,7.55,4.66
0.9,Very Good,H,SI1,62.8,58,3437,6.13,6.16,3.86
0.8,Ideal,I,VS1,60.7,59,3010,5.98,6.02,3.64
1.01,Very Good,F,SI2,62.8,60,4416,6.33,6.4,4
0.5,Very Good,E,VS1,62.7,56,1675,5.09,5.12,3.2
0.36,Ideal,D,VS2,61.7,55,1094,4.6,4.58,2.83
0.41,Premium,I,VVS2,62.1,58,1061,4.78,4.76,2.96
0.42,Premium,I,SI1,61.2,60,803,4.82,4.78,2.94
0.35,Ideal,D,SI1,61.1,56,780,4.55,4.59,2.79
0.72,Very Good,I,SI1,63.2,57,2345,5.71,5.75,3.62
0.37,Ideal,E,VS1,61.4,56,874,4.65,4.66,2.86
0.39,Ideal,G,IF,62.1,53.7,1189,4.67,4.71,2.91
0.33,Ideal,F,VVS1,62.1,56,828,4.43,4.46,2.76
1.1,Premium,J,SI2,59.6,59,3726,6.74,6.72,4.01
0.4,Premium,H,VS1,62.6,58,807,4.66,4.73,2.94
0.71,Very Good,I,VS2,62.3,58,2052,5.68,5.72,3.55
0.71,Premium,G,SI2,62.1,58,2208,5.72,5.68,3.54
0.37,Premium,F,VS2,61.9,58,746,4.54,4.6,2.83
0.74,Premium,F,SI1,62.3,61,2723,5.8,5.76,3.6
0.7,Ideal,H,VVS2,61.5,56,2536,5.74,5.71,3.52
0.3,Very Good,H,SI1,60.1,55,432,4.38,4.41,2.64
2.01,Good,I,SI1,64.1,62,13464,7.85,7.94,5.06
1.03,Premium,G,SI1,60.5,60,5105,6.52,6.48,3.93
0.7,Very Good,D,SI2,63.1,58,1806,5.63,5.57,3.53
0.72,Ideal,D,SI1,61.7,55,3568,5.77,5.8,3.57
1.02,Very Good,E,VS2,60.3,60,6103,6.58,6.48,3.94
1.7,Premium,I,SI1,61.6,56,8044,7.65,7.55,4.68
0.3,Premium,D,VS2,62,58,911,4.32,4.29,2.67
0.76,Premium,F,SI1,62.5,59,2443,5.79,5.77,3.61
0.8,Premium,G,SI2,61.4,56,2451,5.99,5.96,3.67
2.27,Premium,J,VS1,62.4,58,17149,8.41,8.36,5.23
0.31,Ideal,H,VS2,61.8,57,507,4.32,4.36,2.68
2.05,Premium,I,SI1,60.6,58,16611,8.22,8.13,4.95
0.7,Ideal,E,SI2,62.1,56,2475,5.68,5.65,3.52
0.41,Ideal,F,VVS2,61.9,55,1115,4.78,4.79,2.96
1.7,Fair,F,SI2,64.5,57,9996,7.55,7.51,4.86
0.93,Ideal,G,IF,62.2,58,5879,6.25,6.22,3.88
1,Premium,J,VS2,60.3,58,3790,6.49,6.44,3.9
0.51,Ideal,D,SI2,61.9,56,1359,5.15,5.1,3.17
0.3,Ideal,I,VS1,62.5,57,473,4.29,4.32,2.69
0.25,Very Good,G,VVS1,63,54,525,4.02,4.04,2.54
0.33,Premium,G,VS2,62,58,743,4.45,4.42,2.75
1.05,Premium,E,IF,59,58,11946,6.7,6.66,3.94
0.32,Ideal,H,VVS1,61.3,56,708,4.41,4.43,2.71
2,Very Good,H,SI1,60.9,58,16280,8.07,8.15,4.94
0.4,Ideal,D,VVS2,61.9,56,1323,4.76,4.74,2.94
0.72,Premium,G,SI2,62.8,61,2022,5.68,5.59,3.54
0.3,Ideal,D,SI1,61,56,709,4.33,4.3,2.63
1.23,Premium,I,SI1,60.3,60,4133,6.95,6.88,4.17
0.33,Ideal,E,VS2,62,56,723,4.46,4.48,2.77
1.08,Ideal,G,SI2,61.9,57,4627,6.57,6.55,4.06
0.33,Ideal,G,SI2,62.9,55,557,4.46,4.41,2.79
0.41,Premium,G,VS2,61.6,58,1061,4.78,4.73,2.93
0.53,Very Good,E,SI2,63.1,58,1167,5.15,5.18,3.26
0.32,Good,H,SI2,63.1,56,403,4.34,4.37,2.75
0.92,Good,D,SI1,63.1,58,4158,6.11,6.16,3.87
0.4,Ideal,G,VVS1,60.2,60,997,4.78,4.82,2.89
0.71,Very Good,F,VVS2,63.6,56,3332,5.65,5.7,3.61
0.53,Very Good,G,VVS2,62.2,54,1827,5.19,5.23,3.23
0.41,Ideal,I,VVS2,61.7,56,1061,4.8,4.77,2.95
1.1,Premium,H,SI2,58.9,57,4497,6.86,6.82,4.03
0.41,Premium,G,VS1,61.5,58,961,4.8,4.76,2.94
1.05,Ideal,F,IF,61.7,56,13060,6.48,6.56,4.02
0.41,Ideal,F,VS1,60.6,57,1007,4.79,4.84,2.92
1.11,Very Good,H,SI2,59.8,60,4456,6.66,6.75,4.01
0.53,Premium,G,SI1,61.3,58,1363,5.21,5.16,3.18
1.11,Ideal,I,SI1,61.9,55,5329,6.65,6.66,4.12
0.4,Premium,I,VVS1,60.8,58,842,4.76,4.78,2.9
0.91,Ideal,E,SI2,61.5,56,3898,6.23,6.2,3.82
1.55,Very Good,H,SI1,63.2,57,7066,7.35,7.31,4.64
1.51,Ideal,I,SI1,61.2,60,8396,7.39,7.37,4.52
1.19,Ideal,E,SI2,60.2,57,5822,6.87,6.84,4.13
0.92,Very Good,H,SI1,60.6,60,3800,6.28,6.33,3.82
1.14,Premium,H,SI1,59.2,58,4980,6.86,6.8,4.04
0.51,Premium,D,VS2,60.9,58,1597,5.14,5.18,3.14
0.32,Very Good,G,VS1,61.2,62,602,4.41,4.45,2.71
0.32,Very Good,E,VVS2,62.4,56,744,4.34,4.38,2.72
0.41,Good,E,VVS1,60.4,61,1169,4.76,4.81,2.89
0.3,Ideal,H,VVS2,62.7,53,590,4.29,4.32,2.7
0.3,Premium,E,IF,60.1,60,1097,4.32,4.3,2.59
0.32,Ideal,D,VS2,61.2,56,671,4.38,4.41,2.69
0.41,Premium,E,SI1,62.3,56,1059,4.78,4.76,2.97
1.03,Ideal,E,SI1,62,53,5608,6.47,6.5,4.02
1.26,Ideal,H,VS1,61.4,56,7691,7.01,6.97,4.29
0.66,Ideal,E,SI2,61.9,55,1560,5.61,5.64,3.48
0.91,Premium,H,VVS1,62.5,59,5032,6.16,6.19,3.86
0.42,Good,F,SI1,63.1,56,722,4.79,4.82,3.03
2.01,Ideal,G,SI1,59.2,57,17492,8.23,8.19,4.86
0.37,Ideal,E,VS2,62.6,56,811,4.56,4.61,2.87
0.5,Good,H,VVS2,66.1,58,1214,4.87,4.9,3.23
1.01,Very Good,E,VS2,63.1,56,6480,6.34,6.4,4.02
0.78,Ideal,E,SI2,61,56,3053,5.92,5.98,3.63
0.43,Very Good,G,VVS2,61.7,56,976,4.84,4.88,2.99
0.42,Ideal,F,VS1,61.3,57,1103,4.85,4.8,2.96
1.28,Premium,I,SI1,62.6,55,6093,6.97,6.93,4.35
0.32,Premium,F,VS2,61.5,58,645,4.39,4.42,2.71
0.34,Premium,E,SI2,62.5,59,612,4.46,4.43,2.78
0.51,Ideal,G,VS1,60.2,56,1632,5.18,5.24,3.14
0.85,Good,J,SI1,59.2,64,2163,6.13,6.17,3.64
0.35,Ideal,F,VS2,62.5,57,906,4.53,4.5,2.82
0.34,Very Good,G,VVS2,61.2,59,775,4.46,4.5,2.74
1.01,Ideal,E,VVS2,60,55,9310,6.56,6.6,3.95
0.38,Ideal,E,VS1,62.2,54.1,1133,4.63,4.65,2.89
2.03,Good,G,SI2,62.7,65,13621,8.17,7.92,5.06
0.33,Premium,G,VS2,60.8,58,743,4.47,4.45,2.71
1.26,Premium,J,SI1,61.8,58,5080,6.91,6.88,4.26
0.56,Premium,G,VS1,62.4,58,1819,5.22,5.3,3.28
1.53,Ideal,F,SI1,60.3,57,11820,7.52,7.45,4.51
1.01,Premium,H,SI2,60.9,59,3394,6.42,6.35,3.89
0.41,Very Good,D,VS2,62.1,56,738,4.76,4.77,2.96
0.4,Ideal,H,VS1,61.8,59,1017,4.74,4.72,2.92
0.4,Good,F,VS2,64.1,56,723,4.65,4.71,3
0.77,Ideal,D,VS2,61.6,55,3980,5.88,5.91,3.63
1.8,Premium,J,VS1,58.2,61,11329,8.07,7.95,4.66
2.03,Very Good,E,SI2,63.1,56,14646,8.01,7.99,5.05
1.12,Ideal,E,SI1,61.6,55,6458,6.69,6.66,4.11
0.75,Premium,E,SI2,63,58,2372,5.78,5.71,3.62
1.15,Ideal,G,SI1,62,55,6313,6.72,6.76,4.18
0.68,Premium,G,VS1,58.6,59,2326,5.8,5.77,3.39
0.36,Premium,G,SI2,61.9,56,608,4.59,4.55,2.83
0.3,Very Good,G,VS1,63.1,59,776,4.27,4.25,2.69
0.58,Premium,H,SI2,59,61,1066,5.45,5.42,3.21
0.64,Ideal,I,VS1,60.8,54,1589,5.55,5.6,3.39
1,Ideal,E,SI1,62.6,56,4480,6.37,6.29,3.96
0.8,Premium,D,SI2,61.1,58,3082,5.94,5.9,3.62
0.23,Very Good,E,VS2,60.8,58,402,3.98,4.02,2.43
0.72,Ideal,G,VVS2,61,56,3295,5.8,5.84,3.55
0.3,Ideal,G,VS2,62.2,57,675,4.32,4.26,2.67
0.5,Ideal,G,VVS2,62.8,57,1935,5.04,4.99,3.15
1.04,Ideal,F,VS2,62,55,7459,6.47,6.52,4.03
0.32,Very Good,F,VVS2,63.2,52,683,4.38,4.39,2.77
0.9,Very Good,G,VVS2,62.6,55,4668,6.12,6.19,3.85
0.43,Premium,E,SI2,61.8,60,882,4.85,4.83,2.99
1.17,Very Good,D,VS1,60.5,57,10681,6.79,6.86,4.13
1.54,Ideal,G,VS1,62.3,57,13846,7.35,7.38,4.59
0.71,Very Good,E,SI1,59.3,59,2590,5.83,5.87,3.47
1.51,Premium,G,VS2,62.5,59,12756,7.28,7.34,4.57
1.54,Ideal,F,SI1,61.9,56,12195,7.44,7.38,4.59
0.73,Premium,F,SI2,60.2,59,1971,5.87,5.82,3.52
1,Premium,H,SI1,61.8,60,3991,6.37,6.31,3.92
1.61,Very Good,J,VS2,61.7,59,7703,7.46,7.51,4.62
0.54,Good,G,VS2,63.2,55,1422,5.15,5.2,3.27
0.32,Ideal,G,VVS1,62.4,55,842,4.37,4.38,2.73
1.5,Premium,G,SI2,58.3,61,6720,7.55,7.4,4.34
0.51,Ideal,H,SI1,59.9,56,1192,5.19,5.23,3.12
0.9,Fair,F,VS1,65.7,59,3750,5.96,5.92,3.9
0.71,Ideal,D,SI2,62.4,55,2480,5.71,5.74,3.57
1,Good,E,SI1,62.6,61,4989,6.29,6.32,3.95
1,Premium,G,VS2,62,62,5645,6.41,6.36,3.96
0.55,Ideal,F,SI1,61.9,55,1700,5.25,5.29,3.26
0.58,Ideal,F,VS2,62.4,57,1798,5.31,5.33,3.32
0.31,Ideal,G,VVS2,62.7,57,907,4.34,4.31,2.71
1.13,Very Good,E,SI2,60.3,58,5052,6.78,6.86,4.11
0.51,Ideal,E,VS1,62,57,1841,5.11,5.15,3.18
0.35,Very Good,F,VS1,60.3,58.6,842,4.56,4.59,2.76
0.33,Very Good,D,VVS2,60.8,58,1050,4.47,4.48,2.72
0.36,Premium,F,SI1,61.5,58,600,4.54,4.6,2.81
1,Very Good,E,I1,63,57,3300,6.32,6.35,3.99
0.77,Good,F,VS1,59.3,56,3393,5.98,6.03,3.56
0.56,Premium,E,VS1,62.6,58,1930,5.23,5.28,3.29
0.51,Ideal,G,VS1,60.2,56,1852,5.2,5.24,3.14
0.71,Ideal,H,VS1,61.6,57,2175,5.74,5.79,3.55
0.3,Very Good,D,SI1,63.4,55,662,4.26,4.22,2.69
0.91,Fair,F,SI2,64.9,56,3210,6.08,6.05,3.94
0.3,Ideal,H,VVS1,63,56,878,4.27,4.24,2.68
